sentence,labels
Koadic has added persistence to the HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run Registry key.,['T1547.001']
Koadic has used HTTP for C2 communications.,['T1071.001']
Koadic has used scheduled tasks to add persistence.,['T1053.005']
Kobalos can record the IP address of the target machine.,['T1016']
Kobalos can record the hostname and kernel version of the target machine.,['T1082']
"Kobalos decrypts strings right after the initial communication, but before the authentication process.",['T1140']
Kobalos encrypts all strings using RC4 and bundles all functionality into a single function call.,['T1027']
Kobalos's post-authentication communication channel uses a 32-byte-long password with RC4 for inbound and outbound traffic.,['T1573.001']
"Kwampirs collects OS version information such as registered owner details, manufacturer details, processor type, available storage, installed patches, hostname, version info, system date, and other system information by using the commands systeminfo, net config workstation, hostname, ver, set, and date /t.",['T1082']
"Kwampirs collects a list of files and directories in C:\ with the command dir /s /a c:\ >> ""C:\windows\TEMP[RANDOM].tmp"".",['T1083']
Kwampirs collects a list of running services with the command tasklist /v.,['T1057']
"Kwampirs collects network adapter and interface information by using the commands ipconfig /all, arp -a and route print. It also collects the system's MAC address with getmac and domain configuration with net config workstation.",['T1016']
Kwampirs collects registered owner details by using the commands systeminfo and net config workstation.,['T1033']
Kwampirs creates a new service named WmiApSrvEx to establish persistence.,['T1543.003']
Kwampirs decrypts and extracts a copy of its main DLL payload when executing.,['T1140']
Kwampirs downloads additional files from C2 servers.,['T1105']
Kwampirs uses rundll32.exe in a Registry value added to establish persistence.,['T1218.011']
"LAPSUS$ has exploited unpatched vulnerabilities on internally accessible servers including JIRA, GitLab, and Confluence for privilege escalation.",['T1068']
LAPSUS$ has leverage NordVPN for its egress points when targeting intended victims.,['T1090']
"LAPSUS$ has used compromised credentials and/or session tokens to gain access into a victim's VPN, VDI, RDP, and IAMs.",['T1078']
"LAPSUS$ uploaded sensitive files, information, and credentials from a targeted organization for extortion or public release.",['T1005']
LIGHTWIRE can RC4 decrypt and Base64 decode C2 commands.,['T1140']
LIGHTWIRE can RC4 encrypt C2 commands.,['T1573.001']
LIGHTWIRE can use HTTP for C2 communications.,['T1071.001']
LITTLELAMB.WOOLTEA can check the type of Ivanti VPN device it is running on by executing first_run() to identify the first four bytes of the motherboard serial number.,['T1082']
LITTLELAMB.WOOLTEA can function as a stand-alone backdoor communicating over the /tmp/clientsDownload.sock socket.,['T1095']
LITTLELAMB.WOOLTEA can monitor for system upgrade events by checking for the presence of /tmp/data/root/dev.,['T1083']
LITTLELAMB.WOOLTEA has the ability to function as a SOCKS proxy.,['T1090']
LOWBALL command and control occurs via HTTPS over port 443.,['T1071.001']
"LOWBALL uses the Dropbox API to request two files, one of which is the same file as the one dropped by the malicious email attachment. This is most likely meant to be a mechanism to update the compromised host with a new version of the LOWBALL malware.",['T1105']
"LaZagne can obtain credentials from chats, databases, mail, and WiFi.",['T1552.001']
LaZagne can perform credential dumping from memory to obtain account and password information.,['T1003.001']
"Later implants used by APT28, such as CHOPSTICK, use a blend of HTTP, HTTPS, and other legitimate channels for C2, depending on module configuration.",['T1071.001']
Lazarus Group executed Responder using the command [Responder file path] -i [IP address] -rPv on a compromised host to harvest credentials and move laterally.,['T1557.001']
Lazarus Group has attempted to get users to launch a malicious Microsoft Word attachment delivered via a spearphishing email.,['T1204.002']
Lazarus Group has collected data and files from compromised networks.,['T1005']
Lazarus Group has conducted C2 over HTTP and HTTPS.,['T1071.001']
"Lazarus Group has downloaded files, malware, and tools from its C2 onto a compromised host.",['T1105']
Lazarus Group has exfiltrated data and files over a C2 channel through its various tools and malware.,['T1041']
Lazarus Group has maintained persistence by loading malicious code into a startup folder or by adding a Registry Run key.,['T1547.001']
Lazarus Group has renamed malicious code to disguise it as Microsoft's narrator and other legitimate files.,['T1036.005']
"Lazarus Group has replaced win_fw.dll, an internal component that is executed during IDA Pro installation, with a malicious DLL to download and execute a payload.",['T1574.002']
Lazarus Group has targeted victims with spearphishing emails containing malicious Microsoft Word documents.,['T1566.001']
Lazarus Group has used WMIC for discovery as well as to execute payloads for persistence and lateral movement.,['T1047']
Lazarus Group has used a VBA Macro to set its file attributes to System and Hidden and has named files with a dot prefix to hide them from the Finder application.,['T1564.001']
Lazarus Group has used administrator credentials to gain access to restricted network segments.,['T1078']
Lazarus Group has used rundll32 to execute malicious payloads on a compromised host.,['T1218.011']
Lazarus Group has used schtasks for persistence including through the periodic execution of a remote XSL script or a dropped VBS payload.,['T1053.005']
Lazarus Group has used shellcode within macros to decrypt and manually map DLLs and shellcode into memory at runtime.,['T1140']
Lazarus Group has used the Windows API ObtainUserAgentString to obtain the User-Agent from a compromised host to connect to a C2 server.,['T1106']
"Lazarus Group malware IndiaIndia checks Registry keys within HKCU and HKLM to determine if certain applications are present, including SecureCRT, Terminal Services, RealVNC, TightVNC, UltraVNC, Radmin, mRemote, TeamViewer, FileZilla, pcAnyware, and Remote Desktop. Another Lazarus Group malware sample checks for the presence of the following Registry key:HKEY_CURRENT_USER\Software\Bitcoin\Bitcoin-Qt.",['T1012']
"Lazarus Group malware IndiaIndia obtains and sends to its C2 server information about the first network interface card’s configuration, including IP address, gateways, subnet mask, DHCP information, and whether WINS is available.",['T1016']
"Lazarus Group malware IndiaIndia saves information gathered about the victim to a file that is saved in the %TEMP% directory, then compressed, encrypted, and uploaded to a C2 server.",['T1074.001']
Lazarus Group malware KiloAlfa contains keylogging functionality.,['T1056.001']
Lazarus Group malware SierraCharlie uses RDP for propagation.,['T1021.001']
"Lazarus Group malware TangoDelta attempts to terminate various processes associated with McAfee. Additionally, Lazarus Group malware SHARPKNOT disables the Microsoft Windows System Event Notification and Alerter services.",['T1562.001']
"Lazarus Group malware can use a common function to identify target files by their extension, and some also enumerate files and directories, including a Destover-like variant that lists files and gathers information for all drives.",['T1083']
"Lazarus Group malware has deleted files in various ways, including ""suicide scripts"" to delete malware binaries from the victim. Lazarus Group also uses secure file deletion to delete files from the victim.",['T1070.004']
Lazarus Group malware uses cmd.exe to execute commands on a compromised host.,['T1059.003']
LazyScripter had downloaded additional tools to a compromised host.,['T1105']
LazyScripter has achieved persistence via writing a PowerShell script to the autorun registry key.,['T1547.001']
LazyScripter has lured users to open malicious email attachments.,['T1204.002']
LazyScripter has used batch files to deploy open-source and multi-stage RATs.,['T1059.003']
LazyScripter has used rundll32.exe to execute Koadic stagers.,['T1218.011']
LazyScripter has used spam emails weaponized with archive or document files as its initial infection vector.,['T1566.001']
Leafminer used a tool called MailSniper to search for files on the desktop and another utility called Sobolsoft to extract attachments from EML files.,['T1083']
"Leafminer used several tools for retrieving login and password information, including LaZagne and Mimikatz.",['T1003.001']
"Leafminer used several tools for retrieving login and password information, including LaZagne.",['T1552.001']
Leviathan has downloaded additional scripts and files from adversary-controlled servers.,['T1105']
Leviathan has exfiltrated data over its C2 channel.,['T1041']
Leviathan has obtained valid accounts to gain initial access.,['T1078']
Leviathan has sent spearphishing attachments attempting to get a user to click.,['T1204.002']
"Leviathan has sent spearphishing emails with malicious attachments, including .rtf, .doc, and .xls files.",['T1566.001']
Leviathan has targeted RDP credentials and used it to move through the victim environment.,['T1021.001']
Leviathan has used C:\Windows\Debug and C:\Perflogs as staging directories.,['T1074.001']
Leviathan has used JavaScript to create a shortcut file in the Startup folder that points to its main backdoor.,['T1547.001']
Leviathan has used WMI for execution.,['T1047']
Leviathan has used a DLL known as SeDll to decrypt and execute other JavaScript backdoors.,['T1140']
"Leviathan has used publicly available tools to dump password hashes, including ProcDump and WCE.",['T1003.001']
LightNeuron can collect files from a local system.,['T1005']
"LightNeuron can store email data in files and directories specified in its configuration, such as C:\Windows\ServiceProfiles\NetworkService\appdata\Local\Temp\.",['T1074.001']
LightNeuron exfiltrates data over its email C2 channel.,['T1041']
LightNeuron gathers information about network adapters using the Win32 API call GetAdaptersInfo.,['T1016']
LightNeuron gathers the victim computer name using the Win32 API call GetComputerName.,['T1082']
LightNeuron has a function to delete files.,['T1070.004']
LightNeuron has the ability to download and execute additional files.,['T1105']
LightNeuron has used AES and XOR to decrypt configuration files and commands.,['T1140']
"LightNeuron has used filenames associated with Exchange and Outlook for binary and configuration files, such as winmail.dat.",['T1036.005']
LightNeuron is capable of executing commands via cmd.exe.,['T1059.003']
LightNeuron is capable of starting a process using CreateProcess.,['T1106']
LightNeuron uses AES to encrypt C2 traffic.,['T1573.001']
Linfo creates a backdoor through which remote attackers can delete files.,['T1070.004']
Linfo creates a backdoor through which remote attackers can download files onto compromised hosts.,['T1105']
Linfo creates a backdoor through which remote attackers can list contents of drives and search for files.,['T1083']
Linfo creates a backdoor through which remote attackers can obtain data from local systems.,['T1005']
Linfo creates a backdoor through which remote attackers can retrieve a list of running processes.,['T1057']
Linfo creates a backdoor through which remote attackers can retrieve system information.,['T1082']
Linfo creates a backdoor through which remote attackers can start a remote shell.,['T1059.003']
Linux Rabbit acquires valid SSH accounts through brute force. ,['T1078']
Linux Rabbit opens a socket on port 22 and if it receives a response it attempts to obtain the machine's hostname and Top-Level Domain. ,['T1033']
LiteDuke can create persistence by adding a shortcut in the CurrentVersion\Run Registry key.,['T1547.001']
LiteDuke can enumerate the CPUID and BIOS version on a compromised system.,['T1082']
LiteDuke can enumerate the account name on a targeted system.,['T1033']
LiteDuke can query the Registry to check for the presence of HKCU\Software\KasperskyLab.,['T1012']
LiteDuke can securely delete files by first writing random data to the file.,['T1070.004']
LiteDuke can use HTTP GET requests in C2 communications.,['T1071.001']
LiteDuke has the ability to check for the presence of Kaspersky security software.,['T1518.001']
LiteDuke has the ability to decrypt and decode multiple layers of obfuscation.,['T1140']
LiteDuke has the ability to discover the proxy configuration of Firefox and/or Opera.,['T1016']
LiteDuke has the ability to download files.,['T1105']
LitePower can create a scheduled task to enable persistence mechanisms.,['T1053.005']
LitePower can determine if the current user has admin privileges.,['T1033']
LitePower can identify installed AV software.,['T1518.001']
LitePower can query the Registry for keys added to execute COM hijacking.,['T1012']
"LitePower can send collected data, including screenshots, over its C2 channel.",['T1041']
LitePower can take system screenshots and save them to %AppData%.,['T1113']
LitePower can use HTTP and HTTPS for C2 communications.,['T1071.001']
LitePower can use various API calls.,['T1106']
LitePower has the ability to download payloads containing system commands to a compromised host.,['T1105']
LitePower has the ability to list local drives and enumerate the OS architecture.,['T1082']
"Lizar can collect the computer name from the machine,.",['T1082']
Lizar can collect the username from the system.,['T1033']
Lizar can decrypt its configuration data.,['T1140']
"Lizar can download additional plugins, files, and tools.",['T1105']
Lizar can migrate the loader into another process.,['T1055']
Lizar can retrieve network information from a compromised host.,['T1016']
Lizar can run Mimikatz to harvest credentials.,['T1003.001']
Lizar can search for processes associated with an anti-virus product from list.,['T1518.001']
Lizar can take JPEG screenshots of an infected system.,['T1113']
Lizar has a command to open the command-line on the infected system.,['T1059.003']
Lizar has a plugin designed to obtain a list of processes.,['T1057']
Lizar has used various Windows API functions on a victim's machine.,['T1106']
LoFiSe can collect files of interest from targeted systems.,['T1005']
"LoFiSe can monitor the file system to identify files less than 6.4 MB in size with file extensions including .doc, .docx, .xls, .xlsx, .ppt, .pptx, .pdf, .rtf, .tif, .odt, .ods, .odp, .eml, and .msg.",['T1083']
"LoFiSe can save files to be evaluated for further exfiltration in the C:\Programdata\Microsoft\ and    C:\windows\temp\ folders.
 ",['T1074.001']
LoFiSe has been executed as a file named DsNcDiag.dll through side-loading.,['T1574.002']
LoJax has modified the Registry key ‘HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\BootExecute’ from ‘autocheck autochk ’ to ‘autocheck autoche ’ in order to execute its payload during Windows startup.,['T1547.001']
LoJax has modified the Registry key ‘HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\BootExecute’ from ‘autocheck autochk ’ to ‘autocheck autoche ’.,['T1112']
LockerGoga has been observed deleting its original launcher after execution.,['T1070.004']
"LockerGoga has been observed moving around the victim network via SMB, indicating the actors behind this ransomware are manually copying files form computer to computer instead of self-propagating.",['T1570']
"LockerGoga installation has been immediately preceded by a ""task kill"" command in order to disable anti-virus.",['T1562.001']
Lokibot can search for specific files on an infected host.,['T1083']
Lokibot downloaded several staged items onto the victim's machine.,['T1105']
Lokibot embedded the commands schtasks /Run /TN \Microsoft\Windows\DiskCleanup\SilentCleanup /I inside a batch script.,['T1053.005']
"Lokibot has decoded and decrypted its stages multiple times using hard-coded keys to deliver the final payload, and has decoded its server response hex string using XOR.",['T1140']
Lokibot has modified the Registry as part of its UAC bypass process.,['T1112']
Lokibot has obfuscated strings with base64 encoding.,['T1027']
Lokibot has the ability to capture input on the compromised host via keylogging.,['T1056.001']
Lokibot has the ability to copy itself to a hidden file and directory.,['T1564.001']
Lokibot has the ability to discover the computer name and Windows product name/version.,['T1082']
Lokibot has the ability to discover the domain name of the infected host.,['T1016']
Lokibot has the ability to discover the username on the infected host.,['T1033']
Lokibot has the ability to initiate contact with command and control (C2) to exfiltrate stolen data.,['T1041']
"Lokibot has tricked recipients into enabling malicious macros by getting victims to click ""enable content"" in email attachments.",['T1204.002']
Lokibot has used HTTP for C2 communications.,['T1071.001']
"Lokibot has used LoadLibrary(), GetProcAddress() and CreateRemoteThread() API functions to execute its shellcode.",['T1106']
Lokibot has used cmd /c commands embedded within batch scripts.,['T1059.003']
Lokibot has utilized multiple techniques to bypass UAC.,['T1548.002']
Lokibot is delivered via a malicious XLS attachment contained within a spearhpishing email.,['T1566.001']
Lokibot will delete its dropped files after bypassing UAC.,['T1070.004']
LookBack can list running processes.,['T1057']
LookBack can retrieve file listings from the victim machine.,['T1083']
LookBack can take desktop screenshots.,['T1113']
LookBack executes the cmd.exe command.,['T1059.003']
"LookBack has a C2 proxy tool that masquerades as GUP.exe, which is software used by Notepad++.",['T1036.005']
LookBack has a function that decrypts malicious data.,['T1140']
LookBack removes itself after execution and can delete files on the system.,['T1070.004']
LookBack sets up a Registry Run key to establish a persistence mechanism.,['T1547.001']
LookBack side loads its communications module as a DLL into the libcurl.dll loader.,['T1574.002']
LookBack uses a custom binary protocol over sockets for C2 communications.,['T1095']
LookBack uses a modified version of RC4 for data transfer.,['T1573.001']
LookBack’s C2 proxy tool sends data to a C2 server over HTTP.,['T1071.001']
LoudMiner can automatically launch a Linux virtual machine as a service at startup if the AutoStart option is enabled in the VBoxVmService configuration file.,['T1543.003']
LoudMiner deleted installation files after completion.,['T1070.004']
LoudMiner has monitored CPU usage.,['T1082']
"LoudMiner has set the attributes of the VirtualBox directory and VBoxVmService parent directory to ""hidden"".",['T1564.001']
LoudMiner started the cryptomining virtual machine as a service on the infected machine.,['T1569.002']
LoudMiner used SCP to update the miner from the C2.,['T1105']
LoudMiner used a batch script to run the Linux virtual machine as a service.,['T1059.003']
LoudMiner used a script to gather the IP address of the infected machine before sending to the C2.,['T1016']
LoudMiner used the ps command to monitor the running processes on the system.,['T1057']
Lslsass can dump active logon session password hashes from the lsass process.,['T1003.001']
Lucifer can check for existing stratum cryptomining information in HKLM\Software\Microsoft\Windows\CurrentVersion\spreadCpuXmr – %stratum info%.,['T1012']
Lucifer can collect the IP address of a compromised host.,['T1016']
"Lucifer can collect the computer name, system architecture, default language, and processor frequency of a compromised host.",['T1082']
Lucifer can decrypt its C2 address upon execution.,['T1140']
Lucifer can download and execute a replica of itself using certutil.,['T1105']
Lucifer can exploit multiple vulnerabilities including EternalBlue (CVE-2017-0144) and EternalRomance (CVE-2017-0144).,['T1210']
Lucifer can identify the process that owns remote connections.,['T1057']
Lucifer can issue shell commands to download and execute additional payloads.,['T1059.003']
Lucifer can perform a decremental-xor encryption on the initial C2 request before sending it over the wire.,['T1573.001']
Lucifer can persist by setting Registry key values HKLM\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic and HKCU\Software\Microsoft\Windows\CurrentVersion\Run\QQMusic.,['T1547.001']
Lucifer can use WMI to log into remote machines for propagation.,['T1047']
Lucifer can use certutil for propagation on Windows hosts within intranets.,['T1570']
Lucifer has established persistence by creating the following scheduled task schtasks /create /sc minute /mo 1 /tn QQMusic ^ /tr C:Users\%USERPROFILE%\Downloads\spread.exe /F.,['T1053.005']
Lucifer has the ability to identify the username on a compromised host.,['T1033']
LuminousMoth has collected files and data from compromised machines.,['T1005']
LuminousMoth has created scheduled tasks to establish persistence for their tools.,['T1053.005']
LuminousMoth has disguised their exfiltration malware as ZoomVideoApp.exe.,['T1036.005']
LuminousMoth has downloaded additional malware and tools onto a compromised host.,['T1105']
LuminousMoth has used HTTP for C2.,['T1071.001']
LuminousMoth has used a malicious DLL to collect the username from compromised hosts.,['T1033']
LuminousMoth has used legitimate executables such as winword.exe and igfxem.exe to side-load their malware.,['T1574.002']
LuminousMoth has used malicious DLLs that setup persistence in the Registry Key HKCU\Software\Microsoft\Windows\Current Version\Run.,['T1547.001']
LuminousMoth has used malware that adds Registry keys for persistence.,['T1112']
LuminousMoth has used malware that exfiltrates stolen data to its C2 server.,['T1041']
"LuminousMoth has used malware that scans for files in the Documents, Desktop, and Download folders and in other drives.",['T1083']
LuminousMoth has used malware to store malicious binaries in hidden directories on victim's USB drives.,['T1564.001']
Lurid performs XOR encryption.,['T1573.001']
MCMD can Base64 encode output strings prior to sending to C2.,['T1027']
MCMD can launch a console process (cmd.exe) with redirected standard input and output.,['T1059.003']
MCMD can upload additional files to a compromised host.,['T1105']
MCMD can use HTTPS in communication with C2 web servers.,['T1071.001']
MCMD can use Registry Run Keys for persistence.,['T1547.001']
MCMD can use scheduled tasks for persistence.,['T1053.005']
MCMD has been named Readme.txt to appear legitimate.,['T1036.005']
MCMD has the ability to upload files from an infected device.,['T1005']
MESSAGETAP checks for the existence of two configuration files (keyword_parm.txt and parm.txt) and attempts to read the files every 30 seconds.,['T1083']
MESSAGETAP stored targeted SMS messages that matched its target list in CSV files on the compromised system.,['T1074.001']
MURKYTOP has the capability to delete local files.,['T1070.004']
MURKYTOP has the capability to retrieve information about the OS.,['T1082']
MURKYTOP uses the command-line interface.,['T1059.003']
MacMa can collect IP addresses from a compromised host.,['T1016']
"MacMa can collect information about a compromised computer, including: Hardware UUID, Mac serial number, macOS version, and disk sizes.",['T1082']
MacMa can collect the username from the compromised machine.,['T1033']
MacMa can collect then exfiltrate files from the compromised system.,['T1005']
MacMa can delete itself from the compromised computer.,['T1070.004']
MacMa can enumerate running processes.,['T1057']
"MacMa can search for a specific file on the compromised computer and can enumerate files in Desktop, Downloads, and Documents folders.",['T1083']
"MacMa can use Core Graphics Event Taps to intercept user keystrokes from any text input field and saves them to text files. Text input fields include Spotlight, Finder, Safari, Mail, Messages, and other apps that have text fields for passwords.",['T1056.001']
MacMa decrypts a downloaded file using AES-128-EBC with a custom delta.,['T1140']
MacMa exfiltrates data from a supplied path over its C2 channel.,['T1041']
"MacMa has downloaded additional files, including an exploit for used privilege escalation.",['T1105']
MacMa has stored collected files locally before exfiltration.,['T1074.001']
"MacMa has used Apple’s Core Graphic APIs, such as CGWindowListCreateImageFromArray, to capture the user's screen and open windows.",['T1113']
MacMa has used a custom JSON-based protocol for its C&C communications.,['T1095']
MacMa has used macOS API functions to perform tasks.,['T1106']
MacSpy can capture screenshots of the desktop over multiple monitors.,['T1113']
MacSpy captures keystrokes.,['T1056.001']
MacSpy deletes any temporary files it creates,['T1070.004']
MacSpy stores itself in ~/Library/.DS_Stores/ ,['T1564.001']
MacSpy uses HTTP for command and control.,['T1071.001']
Machete can download additional files for execution on the victim’s machine.,['T1105']
Machete captures screenshots.,['T1113']
Machete collects the MAC address of the target computer and other network configuration information.,['T1016']
Machete collects the hostname of the target computer.,['T1082']
Machete has a component to check for running processes to look for web browsers.,['T1057']
Machete has created scheduled tasks to maintain Machete's persistence.,['T1053.005']
Machete has delivered spearphishing emails that contain a zipped file with malicious contents.,['T1566.001']
Machete has relied on users opening malicious attachments delivered through spearphishing to execute malware.,['T1204.002']
Machete has the capability to exfiltrate stolen data to a hidden folder on a removable drive.,['T1564.001']
Machete has used AES to exfiltrate documents.,['T1573.001']
Machete has used batch files to initiate additional downloads of malicious files.,['T1059.003']
Machete logs keystrokes from the victim’s machine.,['T1056.001']
Machete produces file listings in order to search for files to be exfiltrated.,['T1083']
"Machete renamed payloads to masquerade as legitimate Google Chrome, Java, Dropbox, Adobe Reader and Python executables.",['T1036.005']
Machete searches the File system for files of interest.,['T1005']
Machete stores files and logs in a folder on the local drive.,['T1074.001']
Machete used the startup folder for persistence.,['T1547.001']
Machete uses HTTP for Command & Control.,['T1071.001']
Machete's Machete MSI installer has masqueraded as a legitimate Adobe Acrobat Reader installer.,['T1036.005']
Machete's collected data is exfiltrated over the same channel used for C2.,['T1041']
Machete’s downloaded data is decrypted using AES.,['T1140']
Mafalda can collect files and information from a compromised host.,['T1005']
Mafalda can collect the computer name and enumerate all drives on a compromised host.,['T1082']
Mafalda can collect the username from a compromised host.,['T1033']
"Mafalda can create a remote service, let it run once, and then delete it.",['T1569.002']
Mafalda can decrypt files and data.,['T1140']
Mafalda can download additional files onto the compromised host.,['T1105']
Mafalda can dump password hashes from LSASS.exe.,['T1003.001']
Mafalda can encrypt its C2 traffic with RC4.,['T1573.001']
Mafalda can enumerate Registry keys with all subkeys and values.,['T1012']
Mafalda can enumerate running processes on a machine.,['T1057']
Mafalda can execute shell commands using cmd.exe.,['T1059.003']
Mafalda can manipulate the system registry on a compromised host.,['T1112']
Mafalda can place retrieved files into a destination directory.,['T1074.001']
"Mafalda can search for a variety of security software programs, EDR systems, and malware analysis tools.",['T1518.001']
Mafalda can search for files and directories.,['T1083']
Mafalda can send network system data and files to its C2 server.,['T1041']
Mafalda can take a screenshot of the target machine and save it to a file.,['T1113']
Mafalda can use HTTP for C2.,['T1071.001']
Mafalda can use a variety of API calls.,['T1106']
Mafalda can use raw TCP for C2.,['T1095']
Mafalda can use the GetAdaptersInfo function to retrieve information about network adapters and the GetIpNetTable function to retrieve the IPv4 to physical network address mapping table.,['T1016']
Magic Hound has attempted to lure victims into opening malicious email attachments.,['T1204.002']
Magic Hound has copied tools within a compromised network using RDP.,['T1570']
Magic Hound has deleted and overwrote files to cover tracks.,['T1070.004']
Magic Hound has disabled antivirus services on targeted systems in order to upload malicious payloads.,['T1562.001']
Magic Hound has downloaded additional code and files from servers onto victims.,['T1105']
"Magic Hound has exploited the Log4j utility (CVE-2021-44228), on-premises MS Exchange servers via ""ProxyShell"" (CVE-2021-34473, CVE-2021-34523, CVE-2021-31207), and Fortios SSL VPNs (CVE-2018-13379).",['T1190']
Magic Hound has modified Registry settings for security tools.,['T1112']
"Magic Hound has stolen domain credentials by dumping LSASS process memory using Task Manager, comsvcs.dll, and from a Microsoft Active Directory Domain Controller using Mimikatz.",['T1003.001']
Magic Hound has used Fast Reverse Proxy (FRP) for RDP traffic.,['T1090']
Magic Hound has used HTTP for C2.,['T1071.001']
Magic Hound has used Remote Desktop Services to copy tools on targeted systems.,['T1021.001']
Magic Hound has used a tool to run cmd /c wmic computersystem get domain for discovery.,['T1047']
Magic Hound has used a web shell to exfiltrate a ZIP file containing a dump of LSASS memory on a compromised machine.,['T1005']
Magic Hound has used dllhost.exe to mask Fast Reverse Proxy (FRP) and MicrosoftOutLookUpdater.exe for Plink.,['T1036.005']
Magic Hound has used rundll32.exe to execute MiniDump from comsvcs.dll when dumping LSASS memory.,['T1218.011']
Magic Hound has used scheduled tasks to establish persistence and execution.,['T1053.005']
Magic Hound has used the command-line interface for code execution.,['T1059.003']
"Magic Hound malware can list a victim's logical drives and the type, as well the total/free space of the fixed devices. Other malware can list a directory's contents.",['T1083']
Magic Hound malware can list running processes.,['T1057']
Magic Hound malware can take a screenshot and upload the file to its C2 server.,['T1113']
"Magic Hound malware gathers the victim's local IP address, MAC address, and external IP address.",['T1016']
Magic Hound malware has obtained the victim username and sent it to the C2 server.,['T1033']
Magic Hound malware has used Registry Run keys to establish persistence.,['T1547.001']
"Magic Hound malware has used a PowerShell command to check the victim system architecture to determine if it is an x64 machine. Other malware has obtained the OS version, UUID, and computer/host name to send to the C2 server.",['T1082']
Magic Hound malware is capable of keylogging.,['T1056.001']
Malteiro collects the installed antivirus on the victim machine.,['T1518.001']
"Malteiro collects the machine information, system architecture, the OS version, computer name, and Windows product name.",['T1082']
Malteiro has relied on users to execute .zip file attachments containing malicious URLs.,['T1204.002']
Malteiro has sent spearphishing emails containing malicious .zip files.,['T1566.001']
Malteiro has the ability to deobfuscate downloaded files prior to execution.,['T1140']
Malware used by Group5 is capable of capturing keystrokes.,['T1056.001']
Malware used by Group5 is capable of remotely deleting files from victims.,['T1070.004']
Malware used by Group5 is capable of watching the victim's screen.,['T1113']
Malware used by Putter Panda attempts to terminate processes corresponding to two components of Sophos Anti-Virus (SAVAdminService.exe and SavService.exe).,['T1562.001']
Many ZeroT samples can perform UAC bypass by using eventvwr.exe to execute a malicious file.,['T1548.002']
MarkiRAT can capture all keystrokes on a compromised host.,['T1056.001']
MarkiRAT can capture screenshots that are initially saved as ‘scr.jpg’.,['T1113']
MarkiRAT can check for running processes on the victim’s machine to look for Kaspersky and Bitdefender antivirus products.,['T1518.001']
"MarkiRAT can download additional files and tools from its C2 server, including through the use of BITSAdmin.",['T1105']
MarkiRAT can drop its payload into the Startup directory to ensure it automatically runs when the compromised system is started.,['T1547.001']
MarkiRAT can exfiltrate locally stored data via its C2.,['T1041']
MarkiRAT can initiate communication over HTTP/HTTPS for its C2 server.,['T1071.001']
"MarkiRAT can look for files carrying specific extensions such as: .rtf, .doc, .docx, .xls, .xlsx, .ppt, .pptx, .pps, .ppsx, .txt, .gpg, .pkr, .kdbx, .key, and .jpb.",['T1083']
MarkiRAT can masquerade as update.exe and svehost.exe; it has also mimicked legitimate Telegram and Chrome files.,['T1036.005']
MarkiRAT can obtain the computer name from a compromised host.,['T1082']
MarkiRAT can retrieve the victim’s username.,['T1033']
MarkiRAT can run the ShellExecuteW API via the Windows Command Shell.,['T1106']
MarkiRAT can search for different processes on a system.,['T1057']
MarkiRAT can store collected data locally in a created .nfo file.,['T1074.001']
MarkiRAT can upload data from the victim's machine to the C2 server.,['T1005']
MarkiRAT can utilize cmd.exe to execute commands in a victim's environment.,['T1059.003']
Matryoshka can establish persistence by adding Registry Run keys.,['T1547.001']
"Matryoshka can establish persistence by adding a Scheduled Task named ""Microsoft Boost Kernel Optimization"".",['T1053.005']
Matryoshka is capable of keylogging.,['T1056.001']
Matryoshka is capable of performing screen captures.,['T1113']
Matryoshka obfuscates API function names using a substitute cipher combined with Base64 encoding.,['T1027']
Matryoshka uses rundll32.exe in a Registry Run key value for execution as part of its persistence mechanism.,['T1218.011']
"Maze has checked the language of the infected system using the ""GetUSerDefaultUILanguage"" function.",['T1082']
Maze has communicated to hard-coded IP addresses via HTTP.,['T1071.001']
"Maze has created a file named ""startup_vrun.bat"" in the Startup folder of a virtual machine to establish persistence.",['T1547.001']
"Maze has created scheduled tasks using name variants such as ""Windows Update Security"", ""Windows Update Security Patches"", and ""Google Chrome Security Update"", to launch Maze at a specific time.",['T1053.005']
Maze has decrypted strings and other important information during the encryption process. Maze also calls certain functions dynamically to hinder analysis.,['T1027']
"Maze has disabled dynamic analysis and other security tools including IDA debugger, x32dbg, and OllyDbg.",['T1562.001']
Maze has gathered all of the running system processes.,['T1057']
"Maze has used WMI to attempt to delete the shadow volumes on a machine, and to connect a virtual machine to the network domain of the victim organization's network.",['T1047']
"Maze has used several Windows API functions throughout the encryption process including IsDebuggerPresent, TerminateProcess, Process32FirstW, among others.",['T1106']
"MechaFlounder has been downloaded as a file named lsass.exe, which matches the legitimate Windows file.",['T1036.005']
MechaFlounder has the ability to identify the username and hostname on a compromised host.,['T1033']
MechaFlounder has the ability to run commands on a compromised host.,['T1059.003']
MechaFlounder has the ability to send the compromised user's account name and hostname within a URL to C2.,['T1041']
MechaFlounder has the ability to upload and download files to and from a compromised host.,['T1105']
